,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
1459,Male,7.4,Yes,Rural,53.9,Tertiary,74.5
1460,Female,11.2,No,Rural,54.6,none,52.9
1461,Male,9.4,No,Urban,83.7,Secondary,67.8
1462,Female,8.1,Yes,Urban,70.9,Tertiary,83.8
1463,Female,3.9,No,Urban,64.7,Tertiary,36.9
1464,Male,6.1,No,Rural,67.0,none,43.8
1465,Male,10.5,No,Urban,80.1,Primary,76.0
1466,Male,10.5,No,Rural,85.1,Primary,68.8
1467,Male,4.3,No,Urban,87.7,Secondary,46.4
1468,Female,9.2,No,Rural,55.6,Secondary,56.2
1469,Male,0.1,No,Rural,63.7,Primary,16.6
1470,Female,11.5,No,Rural,63.2,Tertiary,61.5
1471,Male,8.2,Yes,Urban,66.9,Secondary,76.0
1472,Male,14.1,No,Rural,89.5,Secondary,86.6
1473,Female,11.7,Yes,Urban,64.5,Primary,81.2
1474,Male,14.6,Yes,Urban,52.5,Primary,92.6
1475,Female,8.4,Yes,Urban,71.8,Secondary,80.5
1476,Male,9.7,No,Urban,89.8,Secondary,65.3
1477,Male,6.6,No,Urban,67.7,Secondary,55.8
1478,Female,13.5,No,Rural,79.6,Tertiary,82.6
1479,Female,10.4,Yes,Urban,65.8,Primary,76.4
1480,Female,9.3,No,Urban,79.5,none,52.0
1481,Female,14.8,Yes,Rural,78.6,Primary,99.6
1482,Female,2.6,No,Urban,80.8,none,34.2
1483,Female,14.1,No,Urban,87.2,Primary,80.9
1484,Female,6.7,No,Urban,58.4,none,42.5
1485,Male,10.3,No,Rural,57.0,Tertiary,58.9
1486,Female,2.6,No,Urban,53.8,Tertiary,34.9
1487,Male,10.6,Yes,Urban,56.1,none,72.2
1488,Male,7.0,No,Rural,70.0,Secondary,53.2
1489,Female,5.3,Yes,Urban,94.9,Secondary,74.8
1490,Male,15.6,No,Urban,88.9,Primary,93.6
1491,Male,4.5,No,Rural,63.4,Primary,38.1
1492,Female,8.3,No,Urban,65.2,none,59.9
1493,Male,11.8,Yes,Rural,85.4,Primary,90.3
1494,Female,11.9,Yes,Urban,77.6,Secondary,98.9
1495,Male,4.6,No,Urban,51.7,Secondary,32.5
1496,Male,8.5,No,Urban,95.5,Primary,69.6
1497,Female,16.0,Yes,Urban,79.6,Primary,100.0
1498,Male,8.2,No,Urban,62.2,Secondary,53.1
1499,Male,16.0,No,Rural,87.1,Secondary,97.6
1500,Female,11.2,No,Urban,94.2,Tertiary,87.5
1501,Female,12.1,No,Urban,71.4,Secondary,72.5
1502,Male,0.9,No,Urban,95.4,Secondary,37.9
1503,Male,8.3,Yes,Rural,93.9,Tertiary,82.5
1504,Female,15.2,No,Urban,72.5,Secondary,83.7
1505,Male,8.3,No,Urban,64.5,Secondary,54.2
1506,Female,6.8,Yes,Urban,95.6,Secondary,80.8
1507,Female,8.2,Yes,Rural,90.5,Secondary,78.8
1508,Male,12.1,No,Rural,50.7,Secondary,61.4
1509,Female,6.2,No,Rural,83.4,Primary,58.1
1510,Female,8.0,No,Rural,83.4,Tertiary,60.7
1511,Male,6.2,No,Rural,85.2,Tertiary,52.8
1512,Female,5.5,No,Urban,55.7,Tertiary,56.6
1513,Male,16.0,Yes,Rural,78.9,none,100.0
1514,Male,4.9,Yes,Urban,84.8,Tertiary,80.5
1515,Male,12.8,No,Urban,99.4,Tertiary,96.2
1516,Female,10.5,No,Rural,97.7,Primary,61.2
1517,Male,14.8,No,Urban,77.2,Tertiary,86.9
1518,Male,12.5,No,Urban,65.4,none,75.6
1519,Male,9.7,No,Urban,64.7,Tertiary,70.2
1520,Male,13.9,No,Urban,52.2,Tertiary,78.8
1521,Female,8.3,Yes,Urban,88.4,Tertiary,86.0
1522,Female,10.0,No,Rural,76.6,Secondary,64.3
1523,Male,7.0,No,Urban,63.2,Secondary,54.8
1524,Female,7.9,Yes,Urban,53.0,Secondary,56.1
1525,Female,11.8,No,Urban,61.6,Secondary,78.5
1526,Female,4.7,No,Rural,76.5,Tertiary,49.8
1527,Male,15.8,No,Rural,90.6,Tertiary,96.2
1528,Female,11.6,No,Urban,75.5,none,75.4
1529,Female,16.0,Yes,Urban,88.8,Secondary,100.0
1530,Female,10.1,Yes,Urban,98.8,Secondary,91.4
1531,Female,8.2,Yes,Rural,60.1,Secondary,73.5
1532,Female,14.3,Yes,Urban,57.9,Tertiary,97.1
1533,Male,14.8,No,Rural,91.3,Tertiary,86.8
1534,Female,6.5,Yes,Rural,98.9,Primary,68.5
1535,Female,10.8,No,Rural,80.6,Tertiary,68.4
1536,Male,11.0,No,Urban,79.7,Tertiary,75.7
1537,Male,9.3,Yes,Rural,99.4,none,76.3
1538,Male,5.4,Yes,Rural,86.3,Secondary,68.9
1539,Male,5.0,No,Rural,80.3,Primary,47.8
1540,Female,16.0,No,Urban,59.2,none,83.3
1541,Female,14.7,No,Urban,58.7,Tertiary,92.6
1542,Female,16.0,Yes,Urban,82.6,Secondary,100.0
1543,Female,3.4,No,Rural,86.1,Tertiary,56.3
1544,Female,0.7,Yes,Urban,55.6,Primary,48.6
1545,Male,15.4,Yes,Urban,51.8,Primary,93.3
1546,Female,5.9,No,Urban,89.3,Primary,58.6
1547,Male,13.9,No,Urban,88.2,Tertiary,75.2
1548,Male,12.6,No,Urban,79.5,Primary,76.3
1549,Male,12.7,Yes,Rural,69.7,Secondary,88.4
1550,Female,9.6,No,Urban,64.0,Secondary,50.5
1551,Female,14.1,No,Urban,90.1,Secondary,93.9
1552,Male,11.1,No,Urban,67.3,Tertiary,73.0
1553,Male,7.9,Yes,Rural,58.3,Tertiary,59.9
1554,Male,8.3,No,Rural,64.2,Secondary,54.2
1555,Male,5.2,No,Urban,57.4,Tertiary,46.1
1556,Male,9.2,No,Urban,99.6,Secondary,67.3
1557,Male,12.0,No,Urban,91.0,Tertiary,78.2
1558,Female,14.4,Yes,Rural,99.4,Tertiary,100.0
1559,Male,8.7,No,Rural,75.5,Secondary,62.8
1560,Male,8.2,No,Urban,90.3,Secondary,63.7
1561,Male,6.7,No,Urban,66.1,Secondary,54.7
1562,Male,8.9,No,Urban,66.2,Secondary,52.2
1563,Male,7.1,No,Urban,74.1,Tertiary,59.8
1564,Female,10.0,No,Rural,66.5,Tertiary,62.1
1565,Male,8.9,Yes,Urban,80.1,Secondary,80.3
1566,Female,16.0,No,Urban,55.3,Tertiary,87.1
1567,Male,8.9,No,Urban,62.9,Tertiary,59.8
1568,Male,16.0,Yes,Rural,81.7,Secondary,100.0
1569,Female,7.6,No,Rural,77.9,Primary,62.1
1570,Male,9.3,No,Rural,53.8,Secondary,40.8
1571,Female,9.0,No,Urban,64.2,Tertiary,67.2
1572,Female,9.3,No,Rural,98.8,Secondary,74.0
1573,Female,5.1,No,Urban,97.7,none,56.4
1574,Female,8.2,Yes,Urban,61.4,Primary,71.2
1575,Female,11.5,No,Rural,76.6,Primary,63.6
1576,Female,11.2,No,Urban,81.2,Primary,82.9
1577,Male,11.5,No,Urban,95.3,Tertiary,89.9
1578,Female,8.0,Yes,Urban,94.5,Secondary,82.9
1579,Male,5.5,No,Rural,92.5,Primary,45.8
1580,Male,11.8,No,Urban,98.7,Primary,78.6
1581,Female,0.7,Yes,Urban,51.2,none,39.9
1582,Female,15.1,Yes,Rural,66.9,Primary,100.0
1583,Female,10.0,Yes,Urban,51.2,Secondary,74.1
1584,Male,13.6,Yes,Rural,66.5,Primary,88.3
1585,Female,9.3,No,Urban,75.6,Tertiary,71.3
1586,Female,6.7,No,Urban,62.1,Secondary,43.1
1587,Male,14.8,Yes,Urban,55.6,Primary,88.8
1588,Female,12.4,Yes,Urban,58.3,Secondary,84.5
1589,Male,10.0,No,Rural,99.9,Secondary,70.2
1590,Female,7.9,No,Urban,86.8,Tertiary,63.3
1591,Male,15.6,Yes,Rural,91.5,Secondary,100.0
1592,Female,16.0,No,Urban,95.6,Primary,100.0
1593,Male,7.6,Yes,Urban,76.9,Primary,85.5
1594,Female,7.3,No,Urban,97.9,Secondary,67.5
1595,Female,8.3,No,Rural,81.3,Primary,59.8
1596,Male,4.8,Yes,Urban,92.3,Secondary,69.6
1597,Female,9.1,No,Urban,89.8,Tertiary,66.9
1598,Female,10.8,No,Urban,60.5,Secondary,73.7
1599,Male,2.7,No,Urban,89.4,Tertiary,44.2
1600,Male,7.1,Yes,Rural,94.3,Secondary,73.8
1601,Female,13.8,No,Urban,62.3,Primary,79.9
1602,Male,10.4,No,Rural,92.5,none,66.3
1603,Female,1.1,No,Urban,73.2,Secondary,40.4
1604,Female,10.9,No,Urban,98.3,Secondary,71.0
1605,Male,13.7,No,Urban,71.5,Tertiary,83.7
1606,Male,14.2,No,Rural,54.0,Secondary,76.6
1607,Female,13.7,No,Urban,57.8,Tertiary,74.8
1608,Male,7.7,No,Urban,51.1,Tertiary,60.1
1609,Female,7.7,No,Urban,77.2,Primary,60.0
1610,Male,8.4,No,Urban,97.3,Tertiary,65.5
1611,Female,13.5,Yes,Urban,59.1,Tertiary,96.0
1612,Female,5.9,No,Urban,93.7,Tertiary,65.5
1613,Female,7.3,Yes,Urban,60.2,Secondary,69.2
1614,Female,11.8,Yes,Urban,97.7,Tertiary,100.0
1615,Female,8.5,Yes,Urban,52.2,Secondary,67.2
1616,Female,3.9,No,Urban,52.0,Tertiary,45.8
1617,Female,11.3,Yes,Urban,85.2,Secondary,85.6
1618,Male,14.3,No,Urban,59.3,Secondary,79.7
1619,Male,7.0,No,Rural,84.0,Primary,62.2
1620,Male,9.3,Yes,Rural,91.5,Secondary,82.4
1621,Female,8.7,No,Rural,86.0,Tertiary,70.2
1622,Male,10.1,Yes,Rural,83.8,Secondary,84.7
1623,Male,13.5,Yes,Rural,56.0,none,82.7
1624,Male,11.3,No,Rural,57.6,Primary,68.0
1625,Male,7.8,Yes,Rural,97.3,Secondary,76.7
1626,Female,7.5,Yes,Urban,83.7,Secondary,83.1
1627,Female,11.9,Yes,Rural,88.0,Secondary,90.8
1628,Male,4.5,No,Urban,95.2,Primary,55.5
1629,Female,5.9,No,Rural,58.1,Primary,43.3
1630,Female,11.3,Yes,Rural,90.4,Primary,89.8
1631,Female,11.7,Yes,Urban,51.2,Primary,80.8
1632,Female,6.9,No,Rural,91.4,Primary,42.1
1633,Female,9.2,Yes,Rural,89.4,none,81.7
1634,Male,15.7,No,Urban,97.7,Primary,91.5
1635,Female,4.4,Yes,Urban,53.2,Secondary,61.1
1636,Male,10.0,No,Urban,54.7,Tertiary,63.1
1637,Female,5.7,No,Rural,64.6,Secondary,49.2
1638,Male,14.9,No,Rural,98.5,Tertiary,86.9
1639,Male,5.3,No,Rural,56.0,Primary,38.2
1640,Female,8.5,No,Urban,78.8,Tertiary,67.3
1641,Male,9.5,Yes,Rural,73.3,none,71.7
1642,Female,7.3,No,Rural,58.4,none,45.0
1643,Male,8.7,No,Urban,52.5,Secondary,46.1
1644,Male,9.8,No,Urban,58.2,Tertiary,53.6
1645,Female,12.4,No,Rural,65.9,Secondary,72.6
1646,Male,3.2,Yes,Urban,83.9,none,55.3
1647,Female,9.0,No,Rural,89.5,Tertiary,75.8
1648,Male,8.4,No,Urban,80.7,Primary,61.0
1649,Female,8.4,No,Urban,58.2,Secondary,59.0
1650,Male,16.0,No,Urban,83.9,none,90.3
1651,Male,7.7,No,Urban,85.1,Tertiary,58.3
1652,Female,13.8,Yes,Rural,95.8,none,90.3
1653,Female,12.0,No,Urban,62.7,Tertiary,73.5
1654,Male,8.1,No,Rural,84.1,Primary,65.5
1655,Female,12.0,No,Urban,99.3,Primary,89.0
1656,Male,10.3,No,Urban,72.3,Primary,62.1
1657,Male,11.6,No,Urban,88.0,Primary,73.8
1658,Male,7.7,Yes,Urban,55.8,Primary,69.3
1659,Female,14.3,No,Urban,83.6,Tertiary,93.9
1660,Female,8.1,No,Rural,56.6,Secondary,51.0
1661,Female,9.1,No,Urban,87.1,Secondary,65.4
1662,Male,14.9,Yes,Rural,75.0,Primary,97.0
1663,Male,9.4,No,Urban,77.2,Tertiary,70.3
1664,Male,9.6,No,Urban,94.1,Secondary,74.4
1665,Female,12.1,No,Rural,81.4,Secondary,90.5
1666,Male,16.0,Yes,Urban,70.6,Primary,100.0
1667,Female,7.8,Yes,Urban,72.1,Tertiary,82.5
1668,Female,10.6,No,Urban,77.1,Primary,68.9
1669,Female,11.6,No,Urban,83.2,none,76.7
1670,Female,8.7,No,Urban,53.9,Secondary,62.0
1671,Female,7.8,No,Urban,85.1,Primary,66.7
1672,Male,14.1,No,Urban,72.8,Primary,81.2
1673,Male,8.5,No,Urban,53.3,Secondary,51.8
1674,Male,15.7,Yes,Rural,69.9,Secondary,100.0
1675,Male,4.8,No,Rural,99.0,Primary,61.7
1676,Female,11.2,No,Urban,57.1,Secondary,72.7
1677,Female,12.5,No,Rural,56.5,Secondary,69.4
1678,Female,11.8,No,Urban,70.7,Secondary,72.3
1679,Male,6.5,No,Urban,96.0,Primary,59.2
1680,Male,4.7,Yes,Rural,87.0,Secondary,61.0
1681,Female,6.7,Yes,Urban,56.1,Secondary,66.5
1682,Male,14.2,No,Urban,85.9,Tertiary,90.1
1683,Male,15.1,Yes,Urban,77.2,Secondary,100.0
1684,Male,7.7,Yes,Urban,89.0,Secondary,80.3
1685,Female,16.0,No,Rural,94.0,Secondary,97.1
1686,Male,9.2,Yes,Urban,76.3,Tertiary,92.7
1687,Female,13.2,No,Urban,60.9,Tertiary,78.4
1688,Male,10.0,No,Urban,52.6,Tertiary,52.8
1689,Female,9.1,No,Rural,98.9,Primary,63.2
1690,Male,13.8,Yes,Urban,90.8,Secondary,100.0
1691,Male,15.1,Yes,Urban,99.8,Secondary,100.0
1692,Female,14.6,No,Rural,92.7,Tertiary,87.8
1693,Female,10.0,No,Rural,55.7,Tertiary,54.5
1694,Female,11.3,No,Urban,95.7,Secondary,86.5
1695,Male,11.4,No,Urban,56.6,Secondary,67.5
1696,Female,16.0,Yes,Rural,67.9,Secondary,100.0
1697,Male,6.7,No,Rural,70.3,Tertiary,51.9
1698,Female,9.7,No,Rural,51.0,Secondary,54.1
1699,Male,6.4,No,Rural,55.7,Secondary,43.1
1700,Male,9.8,No,Rural,95.6,Tertiary,75.1
1701,Male,8.2,Yes,Rural,95.6,Secondary,81.2
1702,Female,12.8,No,Urban,93.1,Secondary,86.5
1703,Male,5.9,No,Urban,57.2,Secondary,36.4
1704,Female,16.0,No,Urban,65.4,Secondary,80.5
1705,Male,12.6,No,Urban,63.2,Tertiary,71.2
1706,Male,4.1,No,Urban,82.4,Secondary,49.0
1707,Male,7.0,No,Urban,91.9,Tertiary,63.2
1708,Male,7.6,No,Urban,96.8,Tertiary,62.3
1709,Female,3.7,No,Urban,66.9,Tertiary,40.3
1710,Male,15.5,No,Urban,68.3,Primary,88.6
1711,Male,7.2,No,Urban,89.5,Secondary,61.2
1712,Female,7.9,No,Rural,74.0,Secondary,59.6
1713,Male,5.5,No,Urban,93.8,Primary,56.6
1714,Female,10.2,No,Urban,71.5,Primary,79.1
1715,Female,9.1,Yes,Urban,98.9,Secondary,96.8
1716,Male,10.4,No,Rural,76.7,Secondary,66.7
1717,Male,12.3,Yes,Rural,85.5,Secondary,93.4
1718,Female,7.9,No,Urban,68.7,Secondary,60.3
1719,Female,8.9,No,Rural,78.2,Primary,55.1
1720,Female,6.2,Yes,Rural,97.0,Secondary,79.8
1721,Female,0.3,Yes,Urban,57.9,Secondary,43.7
1722,Female,9.5,Yes,Urban,98.9,Primary,90.1
1723,Female,4.1,Yes,Urban,78.0,Primary,66.1
1724,Female,14.0,No,Urban,92.4,Secondary,85.2
1725,Female,10.8,Yes,Rural,78.4,Primary,76.1
1726,Male,11.5,No,Rural,77.3,Primary,64.7
1727,Female,8.7,No,Rural,96.0,Secondary,69.2
1728,Male,4.5,Yes,Urban,68.4,none,60.8
1729,Male,14.1,No,Rural,68.7,Secondary,82.4
1730,Female,11.3,Yes,Urban,94.0,Tertiary,100.0
1731,Female,5.5,Yes,Rural,91.4,Tertiary,68.7
1732,Male,14.4,Yes,Rural,66.5,Secondary,99.1
1733,Male,7.1,No,Urban,63.9,Primary,52.9
1734,Female,13.6,No,Urban,56.1,Secondary,84.6
1735,Female,12.6,No,Urban,78.0,Primary,74.6
1736,Female,9.5,Yes,Rural,75.1,Tertiary,85.1
1737,Female,14.2,No,Urban,75.9,Tertiary,88.6
1738,Male,12.5,No,Urban,90.7,Primary,77.3
1739,Male,2.7,No,Urban,88.6,none,40.8
1740,Male,13.5,Yes,Rural,78.6,Tertiary,99.3
1741,Male,16.0,No,Urban,55.3,Tertiary,87.1
1742,Male,14.0,Yes,Urban,70.6,Primary,99.7
1743,Male,10.4,No,Urban,78.0,Primary,68.1
1744,Male,10.2,Yes,Urban,75.2,Secondary,82.8
1745,Female,7.4,No,Rural,95.2,Tertiary,71.9
1746,Female,7.9,Yes,Rural,92.1,Primary,80.0
1747,Female,9.6,Yes,Urban,55.2,Secondary,71.2
1748,Female,7.6,No,Urban,99.1,Secondary,77.8
1749,Male,10.1,No,Urban,69.0,Secondary,66.9
1750,Male,16.0,No,Rural,94.0,Primary,88.8
1751,Female,6.3,No,Urban,70.5,Secondary,64.0
1752,Male,14.8,No,Urban,64.5,Tertiary,84.7
1753,Male,9.4,No,Rural,85.4,Secondary,60.4
1754,Male,9.7,No,Rural,73.5,Primary,56.7
1755,Male,9.5,No,Urban,85.6,Tertiary,75.7
1756,Female,16.0,No,Rural,58.1,Secondary,79.7
1757,Female,8.5,No,Urban,84.6,Primary,72.2
1758,Female,14.2,No,Urban,88.4,Secondary,95.3
1759,Female,15.0,No,Rural,64.4,Secondary,86.6
1760,Male,5.6,Yes,Rural,93.9,none,65.9
1761,Female,11.3,No,Rural,90.1,none,70.1
1762,Male,11.4,No,Rural,83.4,Tertiary,66.4
1763,Female,11.2,No,Urban,57.8,Tertiary,74.6
1764,Male,6.9,No,Urban,99.4,Secondary,63.5
1765,Female,11.0,No,Rural,91.5,Tertiary,73.4
1766,Male,9.8,No,Urban,75.2,Secondary,67.5
1767,Male,5.3,Yes,Rural,98.2,Tertiary,66.8
1768,Male,6.9,Yes,Urban,66.4,Tertiary,63.2
1769,Male,7.4,No,Urban,93.7,Tertiary,61.0
1770,Male,12.2,No,Rural,69.0,Secondary,70.2
1771,Male,16.0,No,Urban,79.6,Primary,87.6
1772,Male,9.7,Yes,Rural,54.1,none,62.4
1773,Male,4.8,No,Urban,61.7,Secondary,43.1
1774,Male,7.5,No,Urban,63.7,none,42.6
1775,Female,9.8,Yes,Urban,94.0,Tertiary,85.7
1776,Female,7.5,No,Rural,92.1,Secondary,62.8
1777,Female,11.5,Yes,Urban,97.2,Tertiary,98.5
1778,Female,9.1,No,Urban,79.6,Secondary,67.8
1779,Female,5.3,Yes,Rural,91.8,none,54.6
1780,Male,15.2,No,Urban,86.6,Tertiary,100.0
1781,Female,12.8,No,Rural,84.5,Tertiary,88.1
1782,Female,10.0,No,Urban,55.6,Secondary,73.3
1783,Male,10.6,Yes,Urban,83.9,Secondary,86.9
1784,Female,10.2,No,Urban,52.8,none,67.8
1785,Female,10.9,Yes,Rural,76.0,Secondary,82.3
1786,Male,5.5,No,Urban,50.5,none,46.4
1787,Female,15.5,No,Urban,58.2,Secondary,82.2
1788,Female,14.2,No,Rural,84.3,Primary,87.8
1789,Male,3.8,Yes,Urban,62.3,Tertiary,47.3
1790,Male,3.2,No,Urban,54.1,Secondary,37.8
1791,Male,14.6,No,Urban,68.2,none,85.4
1792,Male,8.9,Yes,Rural,90.8,Primary,79.8
1793,Female,9.5,No,Urban,97.1,Secondary,78.7
1794,Female,10.1,Yes,Rural,60.7,Tertiary,77.2
1795,Female,12.5,No,Rural,64.9,Primary,70.8
1796,Male,16.0,No,Urban,68.4,Tertiary,98.0
1797,Female,10.2,No,Rural,96.2,Primary,73.1
1798,Male,8.4,No,Urban,84.5,Secondary,67.3
1799,Female,8.4,Yes,Rural,54.5,Primary,63.0
1800,Male,9.6,Yes,Rural,98.1,Tertiary,85.8
1801,Female,7.3,No,Urban,64.1,Secondary,49.1
1802,Female,10.6,No,Urban,72.3,Tertiary,74.9
1803,Male,9.7,Yes,Rural,99.2,Primary,94.4
1804,Male,7.8,No,Urban,71.3,Primary,61.0
1805,Male,7.0,Yes,Urban,83.3,Tertiary,68.7
1806,Female,10.3,Yes,Rural,87.3,Secondary,86.8
1807,Female,7.7,Yes,Rural,93.6,none,75.3
1808,Male,2.1,Yes,Urban,72.5,Tertiary,46.2
1809,Male,7.9,No,Urban,54.7,Primary,57.8
1810,Male,9.6,No,Urban,67.9,Primary,57.7
1811,Male,5.1,No,Rural,78.7,Secondary,42.9
1812,Female,13.6,No,Urban,87.1,Secondary,81.3
1813,Male,13.2,No,Rural,83.5,Primary,75.5
1814,Male,13.2,Yes,Rural,79.0,Secondary,95.8
1815,Female,10.7,Yes,Rural,66.4,Secondary,82.0
1816,Female,13.2,No,Urban,67.3,Secondary,75.8
1817,Male,8.7,No,Urban,89.1,Secondary,67.4
1818,Female,5.7,No,Urban,79.8,Tertiary,48.6
1819,Male,13.5,No,Urban,78.7,Secondary,81.9
1820,Female,14.2,Yes,Urban,79.8,Tertiary,100.0
1821,Female,4.8,No,Rural,87.9,Secondary,54.8
1822,Male,8.7,No,Urban,97.5,Secondary,63.6
1823,Female,10.4,No,Rural,65.1,Secondary,66.8
1824,Male,16.0,Yes,Urban,99.1,Tertiary,100.0
1825,Male,14.0,No,Rural,70.8,none,78.7
1826,Female,13.1,Yes,Urban,99.4,Primary,100.0
1827,Female,7.2,No,Urban,58.4,Secondary,56.8
1828,Male,9.8,No,Rural,94.1,Tertiary,72.1
1829,Female,9.3,No,Urban,65.4,Tertiary,68.6
1830,Female,7.6,No,Rural,85.8,Tertiary,55.0
1831,Female,7.4,No,Urban,91.3,Tertiary,63.8
1832,Male,16.0,No,Rural,58.5,Tertiary,81.4
1833,Female,8.8,Yes,Rural,57.2,Secondary,71.1
1834,Female,13.2,No,Rural,60.4,Tertiary,81.1
1835,Male,11.3,Yes,Rural,85.6,Primary,85.8
1836,Female,10.2,No,Urban,98.9,Tertiary,74.8
1837,Male,6.2,No,Urban,70.5,Tertiary,51.2
1838,Male,14.8,No,Rural,54.9,Tertiary,83.6
1839,Male,9.4,Yes,Urban,74.7,Secondary,79.9
1840,Male,12.7,No,Urban,55.7,Tertiary,68.5
1841,Female,14.6,Yes,Urban,59.7,none,100.0
1842,Male,8.1,No,Urban,69.1,Secondary,67.9
1843,Male,13.8,No,Urban,64.6,Secondary,81.1
1844,Male,11.4,No,Urban,91.3,Secondary,76.4
1845,Female,12.5,Yes,Urban,94.8,Primary,100.0
1846,Male,13.4,No,Urban,94.1,Secondary,84.9
1847,Male,16.0,Yes,Rural,96.1,Tertiary,100.0
1848,Male,7.8,Yes,Urban,60.4,Tertiary,70.8
1849,Male,0.9,No,Urban,67.4,Tertiary,30.1
1850,Male,15.1,Yes,Urban,85.1,none,100.0
1851,Male,9.3,No,Urban,63.3,Secondary,61.4
1852,Male,12.3,No,Urban,62.7,Primary,74.7
1853,Male,5.1,Yes,Rural,62.9,Secondary,56.2
1854,Male,16.0,No,Urban,80.9,Secondary,94.5
1855,Male,15.0,Yes,Urban,72.8,Secondary,97.2
1856,Male,16.0,Yes,Rural,90.7,Primary,100.0
1857,Male,5.0,No,Rural,86.9,Secondary,49.6
1858,Female,5.0,No,Rural,64.3,Tertiary,46.7
1859,Female,16.0,No,Urban,68.1,Secondary,86.6
1860,Male,1.5,No,Urban,83.7,none,38.0
1861,Female,11.6,No,Urban,67.2,Tertiary,66.8
1862,Female,12.8,Yes,Urban,82.9,Secondary,99.6
1863,Female,6.6,Yes,Rural,97.7,Tertiary,81.0
1864,Male,9.7,No,Rural,74.2,Tertiary,68.5
1865,Female,16.0,No,Rural,87.0,Tertiary,95.2
1866,Female,7.5,No,Rural,76.0,Secondary,63.3
1867,Male,13.7,No,Rural,83.7,Tertiary,86.3
1868,Female,16.0,No,Rural,90.2,Secondary,93.6
1869,Female,13.3,Yes,Urban,88.7,Primary,91.9
1870,Female,12.0,No,Urban,56.5,Tertiary,70.5
1871,Female,13.5,No,Urban,50.4,Tertiary,81.6
1872,Male,8.9,Yes,Rural,83.0,none,77.0
1873,Female,13.3,Yes,Urban,86.4,Tertiary,98.6
1874,Male,8.5,No,Rural,61.7,Secondary,61.4
1875,Female,12.0,No,Urban,98.1,Tertiary,81.4
1876,Female,16.0,Yes,Urban,87.9,Primary,100.0
1877,Female,11.5,No,Urban,75.6,Secondary,72.7
1878,Female,4.8,No,Urban,54.8,Primary,43.8
1879,Female,16.0,No,Urban,80.0,Tertiary,94.9
1880,Male,9.8,No,Rural,56.0,Primary,55.1
1881,Male,9.4,No,Urban,84.4,Secondary,63.8
1882,Male,7.2,No,Urban,71.1,Primary,55.3
1883,Female,4.4,No,Urban,80.9,Tertiary,56.6
1884,Male,11.5,No,Urban,99.6,Primary,85.9
1885,Female,7.5,No,Urban,65.7,Tertiary,62.4
1886,Male,7.5,No,Urban,86.6,Secondary,64.2
1887,Male,0.0,No,Urban,80.8,Tertiary,32.7
1888,Male,9.8,Yes,Rural,92.8,Secondary,91.8
1889,Female,6.1,Yes,Rural,99.6,Secondary,72.2
1890,Male,14.0,Yes,Rural,95.2,Secondary,95.5
1891,Female,8.5,No,Rural,54.3,Primary,53.7
1892,Male,15.2,No,Urban,80.5,Secondary,86.5
1893,Female,5.1,No,Urban,65.4,Primary,45.2
1894,Female,6.9,No,Urban,96.8,Primary,68.2
1895,Female,9.6,Yes,Urban,68.4,Secondary,83.8
1896,Female,9.5,Yes,Rural,84.6,Primary,89.3
1897,Female,1.7,Yes,Urban,65.1,Secondary,52.0
1898,Female,15.3,No,Urban,74.6,Primary,90.3
1899,Female,7.8,Yes,Rural,86.6,Primary,72.3
1900,Female,2.5,No,Rural,99.2,Tertiary,50.4
1901,Female,8.3,Yes,Urban,97.1,Secondary,78.0
1902,Female,15.0,Yes,Urban,84.6,Tertiary,100.0
1903,Male,1.9,No,Urban,52.5,Secondary,26.9
1904,Female,14.6,No,Urban,55.6,none,79.8
1905,Male,11.3,No,Rural,96.4,Primary,78.2
1906,Male,9.4,No,Rural,70.7,Tertiary,64.1
1907,Female,8.7,No,Urban,80.4,Secondary,67.1
1908,Male,12.2,No,Urban,92.9,Tertiary,75.3
1909,Female,12.2,Yes,Rural,93.4,Secondary,100.0
1910,Female,13.2,No,Urban,69.3,Primary,86.4
1911,Male,6.0,No,Urban,79.3,Tertiary,53.9
1912,Female,9.0,No,Rural,84.4,none,61.2
1913,Male,11.8,Yes,Rural,72.0,Tertiary,91.2
1914,Male,14.5,No,Rural,78.1,Secondary,90.8
1915,Male,16.0,No,Rural,77.1,Secondary,87.8
1916,Male,10.1,No,Rural,89.3,Primary,73.8
1917,Female,16.0,Yes,Urban,90.2,Secondary,100.0
1918,Female,7.6,No,Rural,96.6,Tertiary,69.2
1919,Female,12.6,No,Urban,97.1,Secondary,80.2
1920,Male,11.4,Yes,Urban,97.2,Primary,82.1
1921,Female,7.8,No,Urban,50.8,Primary,55.7
1922,Male,15.4,Yes,Urban,60.1,none,98.1
1923,Male,13.4,Yes,Urban,75.0,Primary,90.6
1924,Male,16.0,Yes,Urban,53.8,Secondary,95.3
1925,Male,1.7,No,Urban,99.8,Tertiary,44.6
1926,Male,9.4,No,Rural,93.3,Secondary,63.6
1927,Male,9.1,No,Urban,52.4,Tertiary,50.9
1928,Female,11.4,Yes,Rural,94.4,Primary,90.2
1929,Female,16.0,Yes,Urban,66.2,Tertiary,100.0
1930,Female,10.8,No,Rural,98.3,Secondary,69.8
1931,Male,9.6,No,Urban,66.6,Primary,68.8
