Entry ID,travelerNames,gender,birthDate,deathDate,birthPlace,deathPlace,parents,sources,eventsIndex,mentionedNamesWithEntryID,mentionedNamesWithNoEntryID,IDmatchesForMentionedNamesWithEntryID,entryOrigin,originEntryID,originEntryName
4078,Jonathan Richardson The Younger,Male,1694,1771,,,"Jonathan Richardson, painter of London",,"7694,7695,7696",,Jonathan Richardson Sen.;Ficoroni,,From the Dictionary,,
4079,Richard Richardson,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
4080,Robert Richardson,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4081.1,Mr Richardson,Male,,,,,,"Fleming, Adam",7697,Mrs Richardson,,4081.2,Extracted from heading,,"RICHARDSON, MR and MRS"
4081.2,Mrs Richardson,Female,,,,,,"Fleming, Adam",7698,Mr Richardson,,4081.1,Extracted from heading,,"RICHARDSON, MR and MRS"
4082,Richardson,Male,,,,,,Lewis 1961,,,,,From the Dictionary,,
4083,Robert Richie,Male,,,,,,"Burney, Tour,Horn 1,Horn 2,SP 105/309-321","7699,7700,7701,7702,7703,7704",Sir James Wright;John Murray;Joseph Smith;Dr Charles Burney;John Strange;John Udny;Sir Francis Vincent;Mrs Richie,,"5237,3497,4417,713,4584,4893,4936,4083.1",From the Dictionary,,
4083.1,Mrs Richie,Female,,,,,,,7705,Robert Richie,,4083,Extracted from narrative,4083,
4085,"Charles Lennox, 3rd Duke of Richmond",Male,1735,1806,,,2nd D. of Richmond;Sarah Cadogan,"Clark/Bowron,HMC Hastings,SP 93/9-15","7706,7707,7708,7709,7710,7711,7712,7713,7714,7715,7716,7717",Abraham Trembley;Horace Mann;Lord George Lennox,Batoni;Mengs,"4828,3169,2918",From the Dictionary,,
4086,Riddell,Male,,1805,,,"Sir Walter Riddell, 5th Bt.",,7718,,,,From the Dictionary,,
4087,Riddell,Male,,,,,,Newdigate MSS,,John Murray;John Strange,,"3497,4584",From the Dictionary,,
4088,Maj. Richard Ridley,Male,1736,1789,,,Matthew Ridley of Newcastle-on-Tyne,,7719,John Holroyd,,2482,From the Dictionary,,
4089,Sir Alexander Rigby,Male,,,,,,,,William Plowman,,3901,From the Dictionary,,
4090,Edward Rigby,Male,1747,1821,,,"John Rigby of Chowton, Lancs",,7720,Mr Boddington;Mr Morgan;Ollyett Woodhouse,"Elizabeth, Lady Eastlake;M. Negri","476,3432,5214",From the Dictionary,,
4091,Rigby,Male,,,,,,Shrewsbury Jnl.,,Duke of Shrewsbury,,4350,From the Dictionary,,
4092,Thomas Rigge,Male,,,,,,"ASN CRA 1257,Brown 1921",,Katherine Read,,4047,From the Dictionary,,
4093,Riley,Male,,,,,,,,Apthorp,,101,From the Dictionary,,
4094,Stephen Riou,Male,1720,1780,,,a Huguenot,"ASN CRA 1257,Burl.Mag.,Riou MSS","7721,7722,7723,7724,7725,7726,7727,7728",Sir Nathaniel Thorold;Sir James Gray;Thomas Barton;William Hutchinson;Nicholas Revett;James 'Athenian' Stuart,"Charles Labelye;Camillo Paderni;Caffarelli;Davel, Dutch consul to Naples","4758,2079,272,2603,4065,4610",From the Dictionary,,
4095,Rippon,Male,,,,,,"Porter MSS,Quin jnl. MSS",,Sir William Hamilton,,2219,From the Dictionary,,
4096,Martin Folkes Rishton,Male,1747,1820,,,,"Stirling, Coke of Norfolk",7729,Thomas Coke,Mr Bettenson,1033,From the Dictionary,,
4098,Roach,Male,,,,,,Grey jnl. MSS 1,,,,,From the Dictionary,,
4099,Roberts,Male,,,,,,"Brooke, Observations",,,,,From the Dictionary,,
4100,Rev. Daniel Robertson,Male,,,,,,,7730,Patrick Murray,,3501,From the Dictionary,,
4101,George Robertson,Male,1749,1788,,,,"Burney, Tour,Edwards 1808,Hayward List,Thorpe letters MSS","7731,7732,7733,7734,7735,7736,7737",James Forrester;Dr Burney;Father Thorpe;William Beckford;Mrs Buchanan,,"1792,713,4760,333,676",From the Dictionary,,
4102,Roger Robertson,Male,,,,,,,,,,,From the Dictionary,,
4103,Thomas Robertson,Male,,,,,,,,"James, Lord Johnston;James, 6th Baron Cranstoun",,"2702,1178",From the Dictionary,,
4104,William Robertson,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
4105,Robertson,Male,,,,,,"Fleming, Adam,Ramsay jnl. MSS",,,,,From the Dictionary,,
4106,Capt. Robins,Male,,,,,,,,Maj. Armstrong,,121,From the Dictionary,,
4107,Hugh Robinson,Male,1756,1796,,,,"AVR SA,Bentham jnl.MSS,Forbes jnl.MSS,Rome List 1793,Rome List 1794","7738,7739,7740,7741",Edward Poore;4th Earl of Bristol;John Penn;Lord Dalkeith;Robert Parker;Sir William Forbes;Sarah Bentham;Lady Elizabeth Foster;Lord Bruce;John Deare;Prince Augustus;Fagan;Cumberland;Duchess of Devonshire;Mrs Hare-Naylor;Brownlow North,Conte Eroli;Princess Sophie Albertine of Sweden,"3927,587,3801,1263,3735,1777,366,1807,654,1347,160,1652,1234,1375,2258,3593",From the Dictionary,,
4108,Mrs Jane (Greenland) Robinson,Female,,,,,"John Greenland of Lovelace, Kent","Fleming, Adam,Wal.Corr.",7742,James Adam,Elizabeth Montagu,21,From the Dictionary,,
4109,Metcalfe Robinson,Male,1683,1736,,,Sir William Robinson who d. 1736,"AVR SA,Black 1992,Brown 1921,Shrewsbury Jnl.",,Thomas Frankland;Samuel Tufnell;Duke of Shrewsbury;William Kerr,Sir William Robinson,"1833,4854,4350,2762",From the Dictionary,,
4110,Robert Robinson,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4111,Thomas Robinson,Male,1702,1777,,,William Robinson,"Brown 1921,HMC Carlisle,SP 98/19-37","7743,7744,7745,7746,7747,7748,7749",Sister of Thomas Robinson;Lady Lechmere;Edmund Allen;Hon. Benjamin Bathurst,"Filippo della Valle;Victor Amadeus II Duke of Savoy, King of Sardinia and King of Sicily;Charles Howard, 3rd Earl of Carlisle;Bouchardon","4111.1,2871,54,292",From the Dictionary,,
4111.1,Sister of Thomas Robinson,Female,,,,,William Robinson,,,Thomas Robinson;Lady Lechmere;Edmund Allen;Hon. Benjamin Bathurst,,"4111,2871,54,292",Extracted from narrative,4111,
4112,Thomas Robinson,Male,,,,,,"DNB,Redgrave 1878",7750,3rd Earl of Peterborough,Anastasia Robinson,3832,From the Dictionary,,
4113,Hon. Thomas Robinson,Male,1738,1786,,,1st B. Grantham,"Clark/Bowron,Erffa/Staley,Mengs 1993,Pelham letters MSS,Robinson letters MSS,Seafield MSS,Wal.Corr.","7751,7752,7753,7754,7755,7756,7757","Horace Mann;John Mytton;Thomas Wynn, Baron Newborough;James Grant;Nathaniel Dance;Benjamin West;Daniel Crespin;Thomas Jenkins;Patch;Lady Mary Wortley Montagu;William Weddell","Mengs;Batoni;Johann Anton Pichler;Pozzi;Thomas, 1st Baron Grantham","3169,3519,3548,2061,1288,5072,1204,2680,3762,3395,5044",From the Dictionary,,
4114,Thomas Robinson,Male,,,,,,ASN CRA 1257,,Patch,,3762,From the Dictionary,,
4115,William Robinson,Male,,,,,"Sir Tancred Robinson Kt. (who d. 1748, phys. to George I)","Brown 1921,Rawlinson jnl. MSS,SP 85/14-16",,"Dr James Hay;James Stuart, the Pretender",Stosch,"2321,2648",From the Dictionary,,
4116,Miss Robinson,Female,,,,,,,,Richard Dalton,,1276,From the Dictionary,,
4117,Robinson,Male,,,,,,"ASV IS 758-781,AVR SA,Starke, Travels,Wynn disbursements MSS",,Sir Watkin Williams Wynn;Mariana Starke,Monsu Gian;Rev. Richard Russel,"5261,4512",From the Dictionary,,
4118,George Robison,Male,,,,,,Scott jnl MSS,,,,,From the Dictionary,,
4119,Robotham,Male,,,,,,Gascoigne jnl. MSS,,,,,From the Dictionary,,
4120,James Robson,Male,1733,1806,,,,Robson jnl.MSS,"7758,7759",James Edwards;Robert Faulder;Peter Molini;Jenkins;Grignion;John Udny;Guy Head,"Piranesi;Maria Theresa of Austria;Anthony, King of Saxony;Volpato;Scotto","1567,1671,3372,2680,2127,4893,2341",From the Dictionary,,
4121,William Roch,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
4122,George Roche,Male,,,,,,,,George Tierney,,4767,From the Dictionary,,
4123,Col. Henry Roche,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4124,Raymond Roche,Male,,1762,,,,"CP,Hervey (Aug.) Jnl.",,,"Victor Amadeus II Duke of Savoy, King of Sardinia and King of Sicily;Charles Emmanuel III of Savoy, King of Sardinia",,From the Dictionary,,
4125,"William Nassau De Zuylestein, 2nd Earl of Rochford",Male,1681,1710,,,1st E. of Rochford,SP 99/57-63,"7760,7761,7762,7763,7764","Capt. Gibbons;James Stanhope;Brother of William Nassau De Zuylestein, 2nd Earl of Rochford",,"1936,4495,4125.1",From the Dictionary,,
4125.1,"Brother of William Nassau De Zuylestein, 2nd Earl of Rochford",Male,,,,,1st E. of Rochford,,,"Capt. Gibbons;William Nassau De zuylestein, 2nd Earl of Rochford",,"1936,4125",Extracted from narrative,4125,
4126,"William Henry Nassau De Zuylestein, 4th Earl of Rochford",Male,1717,1781,,,3rd E. of Rochford,"Brown 1921,Coke Letters,Hanbury Williams MSS,HMC Var.Colls,Horn 1,Jesse, Selwyn,Storia Patria, 7-4,Wal.Corr.","7765,7766,7767,7768,7769,7770,7771",Arthur Villettes;Lucy Young;Horace Mann;Thomas Scrope;Lord Essex;Bubb Dodington;Walpole,"Lady Louisa Stuart;Charles Emmanuel III of Savoy, King of Sardinia","4928,4126.1,3169,4272,1631,1421,4974",From the Dictionary,,
4126.1,Lucy Young,Female,1723,1773,,,,,7772,"William Henry Nassau De Zuylestein, 4th Earl of Rochford;Horace Mann;Walpole",Lady Louisa Stuart,"4126,3169,4974",Extracted from narrative,4126,
4127,Miss Rochford,Female,,,,,,Cochrane jnl.MSS,,,,,From the Dictionary,,
4128,Robert Rochfort,Male,1707,1774,,,"George Rochfort of Gaulstown, Co. Westmeath","ASN CRA 1257,Wicklow MSS","7773,7774,7775",James Tyrrell;Ralph Howard;James Russel;Brinsley Butler;Belvidere,,"4887,2544,4179,728,357",From the Dictionary,,
4129,"Lewis Watson, 2nd Earl of Rockingham",Male,1714,1745,,,Vct. Sondes (d. 1722),"Brown 1921,Pococke letters MSS,Sani 1985,Sani 1988,SP 98/19-37","7776,7777,7778",Pococke;Clarke;Lord Essex,Rosalba Carriera;Lady Eyles;Marshal Schulenberg,"3914,958,1630",From the Dictionary,,
4133,James Rodey,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
4134,A. Roe,Male,,,,,,,,,Abbate Ridolfino Venuti,,From the Dictionary,,
4135,William Roe,Male,,,,,,,,Lucas Pepys,,3812,From the Dictionary,,
4136,Edward Rogers,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
4137,Edmund Rolfe,Male,1738,1817,,,,"Abercairny MSS,Lyttelton letters MSS,Moore 1985",7779,Lord Gormanston;John Needham;James Byres,"Julia de Marino;G.B. Borra;Bianchi;Batoni;Princess Isabelle de Bourbon;Joseph, Archduke of Austria","2026,3535,747",From the Dictionary,,
4138,Rev. Edward Rolle,Male,1703,1791,,,"Robert Rolle of Meeth, Devon","ASN CRA 1257,AVR SA,Spence Anecdotes,Spence Letters","7780,7781,7782",Joseph Spence;John Walter;Richard Wilson,,"4469,4985,5165",From the Dictionary,,
4139,Samuel Rolle,Male,,,,,,"Andrich,Brown 1921,Rawlinson jnl. MSS,SP 85/14-16,SP 98/19-37",,Walter Bowman;Sir James Nasmyth;Patrick Wood;Sir Thomas Peyton,Stosch,"532,3528,5205,3843",From the Dictionary,,
4140,George Romney,Male,1734,1802,,,,"Borroni 1987,Burl.Mag.,Hayward List,Romney 1830,Thorpe letters MSS,Thorpe letters MSS*,Whitley MSS","7783,7784,7785,7786","Ozias Humphry;Father Thorpe;2nd Earl of Warwick (formerly Earl Brooke);Richard Cumberland;Thomas, 7th Viscount Bulkeley;Charles Greville;Sir William Hamilton;Thomas Jenkins;Thomas Patch;George Nassau Clavering Cowper, 3rd Earl Cowper;Horace Mann;John Udny;Edward Wortley Montagu;Joseph Wright;Matthew William Peters;Duke of Gloucester;Fuseli","Valentine Green;Clement XIV, Pope","2579,4760,2113,1235,688,2110,2219,2680,3762,1164,3169,4893,3391,5239,3835,1968,1873",From the Dictionary,,
4141,Col. Henry Rooke,Male,,,,,,"ASV IS 782-83,Bentham jnl.MSS,Cochrane jnl.MSS",,Sarah Bentham;Mr Hill,,"366,2429",From the Dictionary,,
4142,Rooke,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4143,Joseph Rose,Male,1746,1799,,,Jonathan Rose,"ASV IS 758-781,AVR SA,Hayward List","7787,7788",James Forrester;George Robertson;Joseph Nollekens,Piranesi,"1792,4101,3586",From the Dictionary,,
4144,Dr Rose,Male,,,,,,SP 85/14-16,,Lord Lovelace,,3028,From the Dictionary,,
4145,Rose,Male,,,,,,Sharpe jnl.MSS,,,,,From the Dictionary,,
4146,"Neil Primrose, 3rd Earl of Rosebery",Male,1729,1814,,,2nd E. of Rosebery,"Fleming, Adam,Lewis 1961,Lucy Family,Montagu Letters","7789,7790,7791",Horace Mann;Robert Adam;Lord Elgin;Lady Mary Wortley Montagu;George Cooper;George Lucy,Cardinal Albani,"3169,23,1586,3395,1110,3044",From the Dictionary,,
4147,George Ross,Male,1691,,,,,"AVR SA,Rawlinson jnl. MSS,Waterhouse 1981","7792,7793",Henry March,Col. John Somerville,3186,From the Dictionary,,
4148,Ross,Male,1720,1754,,,"13th B. Ross of Halkhead, co. Renfrew",Coutts ledgers,7794,Craigie;Charles Ross,,"4148.2,4148.1",From the Dictionary,,
4148.1,Charles Ross,Male,1721,1745,,,"13th B. Ross of Halkhead, co. Renfrew",,7795,Craigie;Ross,,"4148.2,4148",Extracted from narrative,4148,
4148.2,Craigie,Male,,,,,,,,Ross;Charles Ross,,"4148,4148.1",Extracted from narrative,4148,
4149,"Ralph Gore, 1st Earl of Ross",Male,1725,1802,,,Sir Ralph Gore,"ASV IS 758-781,Winchilsea letters MSS","7796,7797,7798,7799,7800,7801,7802",,,,From the Dictionary,,
4150,Ross,Male,,,,,,Seafield MSS,,Richard Lyttelton;Abbé Grant,,"3068,2065",From the Dictionary,,
4151,Col. Ross,Male,,,,,,"Young, Travels",,Arthur Young,,5281,From the Dictionary,,
4152.1,Mr Ross,Male,,,,,,Morrison,7803,Lady Elizabeth Foster;Mrs Ross,,"1807,4152.2",Extracted from heading,,"ROSS, MR and MRS"
4152.2,Mrs Ross,Female,,,,,,Morrison,7804,Lady Elizabeth Foster;Mr Ross,,"1807,4152.1",Extracted from heading,,"ROSS, MR and MRS"
4153,Ross,Male,,,,,,,,"George, 8th Viscount Montagu",,3392,From the Dictionary,,
4154,John Charles Felix Rossi,Male,1762,1839,Nottingham,,,"AVR SA,DBS","7805,7806,7807,7808,7809,7810,7811",Col. John Campbell,"Peter, 6th Baron King",782,From the Dictionary,,
4155,Rossiter,Male,,,,,,"Brooke, Observations,Watkins, Letters",,Brooke,,612,From the Dictionary,,
4156,John James Rouby,Male,1750,1812,Plymouth,Rome,,"Attingham MSS,AVR SA,Bell, Banks,Borroni 1987,Borroni 1991,Byres MSS,HMC Ailesbury,Jones Memoirs,Pembroke Papers 1,Ramsay jnl. MSS,Rome List 1793,Rome List 1794,Thorpe letters MSS,Wynne 1990","7812,7813","Thomas Jones;Duke of Dorset;James Byres;Patrick Byres;Rosa Mazzotti;Mrs Thomas Banks;Thomas Hardwick;William Miller;Allan Ramsay;Sir Richard Colt Hoare;Lord Bruce;Thomas Bruce, Lord Ailesbury;Thomas Brand;Lady Bruce;Patrick Moir;4th Earl of Bristol;Prince Augustus;Henry Fuseli;Mr Stawell;First Child of Rosa Mazzotti;Second Child of Rosa Mazzotti",Philipp Hackert;J.C. Seydelmann;A.J. Carstens;Goethe;Georg Hackert,"2715,1440,747,748,4156.1,222.1,2251,3330,4027,2445,654,659,556,401.1,3364,587,160,1873,4515,4156.2,4156.3",From the Dictionary,,
4156.1,Rosa Mazzotti,Female,,,,,,,7814,John James Rouby;Mrs Thomas Banks;Thomas Hardwick;First Child of Rosa Mazzotti;Second Child of Rosa Mazzotti,,"4156,222,2251,4156.2,4156.3",Extracted from narrative,4156,
4156.2,First Child of Rosa Mazotti,Not available,1783,,,,Rosa Mazzotti,,,John James Rouby;Rosa Mazzotti;Second Child of Rosa Mazzotti,,"4156,4156.1,4156.3",Extracted from narrative,4156,
4156.3,Second Child of Rosa Mazotti,Not available,1785,,,,Rosa Mazzotti,,,John James Rouby;Rosa Mazzotti;First Child of Rosa Mazzotti,,"4156,4156.1,4156.2",Extracted from narrative,4156,
4157,Rouchelle,Male,,,,,,,,John Archer,,109,From the Dictionary,,
4158,William Rouet,Male,,,,,,"ASVR US XXXVII-IX,AVR SA,Fleming, Adam,Seafield MSS","7815,7816","Charles, Lord Hope;John Maxwell;Edward Sainthill;Thomas Cholwick;James Murray;Peter Crommelin;Henry Knight;Dr Hope;Daniel Crespin;James Hope;Williamson;Abbé Grant",,"2502,3243,4209,932,3496,1211,2802,2510,1204,2505,5143,2065",From the Dictionary,,
4159,William Roundell,Male,,,,,,,,Benjamin Bosanquet,,498,From the Dictionary,,
4160,Roundell,Male,,,,,,Shrewsbury Jnl.,,,,,From the Dictionary,,
4161,"Sir John, 6th Bt. Rous",Male,1750,1827,,,Sir John Rous,,"7817,7818,7819,7820,7821",John Chetwynd Talbot,,4671,From the Dictionary,,
4162,Phillipe Rousseau,Male,,,,,,"Brown 1921,Coke accts.MSS,Pococke letters MSS",7822,Thomas Coke;Claude Jamineau;Pococke,,"1032,2655,3914",From the Dictionary,,
4163,Capt. Rowley,Male,,,,,,Porter MSS,,T.C. Porter,,3935,From the Dictionary,,
4164,Rowley,Male,,,,,,SP 105/309-321,,7th Viscount Stormont,,4571,From the Dictionary,,
4165,"John Ker, 5th Earl of Roxburghe",Male,1680,1741,,,3rd E. of Roxburghe [S],"Brown 1921,CP,Sharpe jnl.MSS,Shrewsbury Jnl.","7823,7824,7825,7826",Alexander Wedderburn;Robert Sharpe;Duke of Shrewsbury,,"5045,4315,4350",From the Dictionary,,
4166,"John Ker, 3rd Duke of Roxburghe",Male,1740,1804,,,2nd D. of Roxburghe [S],"AVR SA,Clark/Bowron,Hinchliffe letters MSS,Lyttelton letters MSS,Patch 1940,Robinson letters MSS,S. Rowland Pierce,SP 105/309-321,Wal.Corr.,Winckelmann 1898,ASV IS 758-781","7827,7828,7829,7830,7831,7832,7833",Horace Mann;Patch;Tabitha Mendes;Mr Smith;Sir James Gray;3rd Duke of Grafton;Lord Tavistock;Richard Lyttelton;John Needham;Louis Dutens;R. Smith,Cardinal Albani;Winckelmann;Batoni,"3169,3762,3276,4417,2079,2042,4691,3068,3535,1536,4423",From the Dictionary,,
4167,Edward Rudde,Male,,,,,,,,,,,From the Dictionary,,
4168,Miss Ruddle,Female,,,,,,,,Mariana Starke,,4512,From the Dictionary,,
4169,"Sir Thomas, 1st Bt. Rumbold",Male,1736,1791,,,William Rumbold,"ASN E 681-4,Morrison,Quin jnl. MSS,Wal.Corr.","7834,7835,7836,7837,7838,7839,7840","Emma, Lady Hamilton;Lady Rumbold;William Rumbold;Sir William Hamilton;Mary Cadogan;Miss Rumbold",,"2205,4169.1,4170,2219,753,4169.2",From the Dictionary,,
4169.1,Joanna Law,Female,,,,,,,7841,"Emma, Lady Hamilton;Sir Thomas, 1st Bt. Rumbold;William Rumbold;Miss Rumbold",,"2205,4169,4170,4169.2",Extracted from narrative,4169,
4169.2,"Daughter of Sir Thomas, 1st Bt. Rumbold",Female,,,,,"Sir Thomas, 1st Bt. Rumbold",,,"Emma, Lady Hamilton;Lady Rumbold;William Rumbold;Sir Thomas, 1st Bt. Rumbold",,"2205,4169.1,4170,4169",Extracted from narrative,4169,
4170,William Richard Rumbold,Male,1760,1786,,,Thomas Rumbold;Frances Berriman,,"7842,7843,7844,7845,7846",Sir Thomas Rumbold,,4169,From the Dictionary,,
4171,"Benjamin Thompson, Count von Rumford",Male,1753,1814,,,"Benjamin Thompson of N. Woburn, Mass.","Connell 1957,Holland Jnl.","7847,7848,7849,7850",Lady Webster;Lady Charlotte Bolingbroke;Palmerstons;Lady Palmerston,,"5043,479,3717,3717.1",From the Dictionary,,
4172,Alexander Runciman,Male,1736,1785,,,,"AVR SA,Barry, Works,Burl.Mag.,Clerk of Penicuik MSS,Hayward List,JWCI,Laing MSS,Nollekens 1829","7851,7852,7853,7854,7855,7856,7857",John Runciman;Sir James Clerk;Anne Forbes;James Nevay;Andrew Lumisden;James Barry;Gavin Hamilton;Henry Fuseli;John Brown;Margaret (Aikman) Forbes,Mengs;J.T. Sergel;Robert Alexander,"4173,985,1766,3543,3049,265,2207,1873,630,1773",From the Dictionary,,
4173,John Runciman,Male,1744,1768,,Naples,,,"7858,7859",Alexander Runciman,,4172,From the Dictionary,,
4174,Rush,Male,,,,,,Seafield MSS,7860,Lady Stanhope;Abbé Grant,,"4499.1,2065",From the Dictionary,,
4175,"Sir John, 4th Bt. Rushout",Male,1685,1775,,,"Sir James Rushout, 1st Bt.","AVR SA,Brown 1921,SP 93/3-6,SP 98/19-37","7861,7862,7863,7864,7865",Samuel Sandys;John Fleetwood;John Fuller,,"4241,1751,1867",From the Dictionary,,
4176,John Rushout,Male,1738,1800,,,"Sir John Rushout, 4th Bt.;Anne Compton","Robinson letters MSS,SP 105/309-321","7866,7867,7868,7869,7870,7871",Jacob Houblon;Patch;Mr Williams,,"2532,3762,5142",From the Dictionary,,
4177,John Rushout,Male,1770,1859,,,1st B. Northwick,"Artaud letter bk.MSS,Bentham jnl.MSS,Bodoni cart.,Morritt Letters,Rushout Voyage MSS","7872,7873,7874",J.B.S. Morritt;Lord Tyrone;Mr Talbot;Sarah Bentham;Mr Brummel;William Artaud;Lord Montgomerie;Pryse Gordon,"Bodoni;Trevor;Angelica Kauffman;Vincenzo Camuccini;Ferdinand I, King of Naples and the two Sicilies","3452,4886,4676,366,666,126,3401,2014",From the Dictionary,,
4179,James Russel,Male,1720,1763,,near Radicofani,"Rev. Richard Russel of Wadhurst, Sx.","ASR ABA 11-16,AVR SA,Bertolotti, 2,Burl.Mag.,Dance letters MSS,GM,Hayward List,Quick MSS,Russel, Letters,Seafield MSS,Wicklow MSS","7875,7876","William Drake;Edward Holdsworth;Rev. Thomas Townson;James Dawkins;Ralph Howard;Rowland Holt;Mr Castleton;Christopher Fortescue;John Bouverie;Richard Phelps;Stephen Whatley;Horatio Walpole;Mark Parker;John Monro;John Parker;Lord George Augustus Cavendish;Robert Lowth;Lord Pulteney;Henry Seymour;Lord Bruce;Sir Thomas Kennedy;Lascelles Iremonger;Benjamin Lethieullier;Thomas Scrope;Mr Fitzhugh;Thomas Jenkins;Lord Charlemont;Wilson;Anthony Swymmer;George Dance;Sir Richard Lyttleton;Thomas Pitt (later Lord Camelford);Crespin;Marsh;Lord Mansell;Lord Quarendon;Sir R. Newdigate;Mr Dashwood;Earl of Lincoln;Princess Clementina Sobieska;James Stuart, the Pretender;Henry Benedict Stuart;Lord Frederick Cavendish;William Lee;Duchess of Bridgewater;Duke of Bridgewater",Dr Richard Mead;Camillo Paderni;Francesco Fernandi Imperiali;Marcello Venuti;Abbate Ridolfino Venuti;John Quick;Piranesi;Mengs;Batoni;Rev. Richard Russel,"1473,2468,4812,1332,2544,2484,848,1797,521,3844,5090,4975,3734,3384,3732,859,3033,3999,4297,659,2747,2625,2929,4272,1740,2680,897,5165,4659,1287,3068,3889,1204,3199,3179,4003,3552,1307,2956,2648.1,2648,2356,858,2878,579,544",From the Dictionary,,
4180,William Russel,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4181,Lord John Russell,Male,1710,1771,,,2nd D. of Bedford,"Brown 1921,SP 98/19-37,SP 99/57-63,Treasure Houses","7877,7878,7879,7880,7881,7882,7883,7884,7885",John Hetherington;Moses Bergene,Lady Diana Spencer;Fournereau;Canaletto,"2397,389",From the Dictionary,,
4182,Dr Patrick Russell,Male,1727,1805,,,"John Russell of Braidshaw, Midlothian",,"7886,7887,7888,7889",John Cotes;William Young,,"1144,5284",From the Dictionary,,
4183,Russell,Male,,,,,,"Shrewsbury Jnl.,SP 98/19-37",,,,,From the Dictionary,,
4184,John Rust,Male,,,,,,,,Henry Hoare,,2440,From the Dictionary,,
4185,Dr Rutherford,Male,,,,,,"Home acct.bk.MSS,Home letter bk. MSS",,Patrick Home;Lord Morton,,"2488,3456",From the Dictionary,,
4186,Rutherford,Male,,,,,,,,Pill;Townsend,,"3871,4807",From the Dictionary,,
4187,Robert Rutherfurd,Male,1719,1794,,,Sir John Rutherfurd of Teviotdale,"Coutts ledgers,Hamilton Dalrymple MSS,Wal.Corr.",,Jackson;Benjamin West;Sir John Dick;Sir Hew Dalrymple;Hart,,"2636,5072,1384,1269,2286",From the Dictionary,,
4189,John Jr. Rutledge,Male,1766,1819,,,,,,,,,From the Dictionary,,
4190,William Wynne Ryland,Male,1738,1783,,,"Edward Ryland, printer of London",,"7890,7891,7892",Edward Abbott;Gabriel Smith,"Sir Watkin Williams Wynn, 3rd Bt.;Mr H. of Cornwall","2,4410",From the Dictionary,,
4191,Sabin,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
4192,Sabine,Male,1712,1776,,,"Gen. Joseph Sabine of Tewin, Herts",SP 99/57-63,"7893,7894,7895,7896",,Gen. Joseph Sabine,,From the Dictionary,,
4193,Charles Sackville,Male,1742,1795,,Venice,2nd D. of Dorset;Grace Boyle,"ASV IS 758-781,Attingham MSS,Gabrieli 1991,GM",7897,Lady Herries;Lady Mary Adams;Herries,Abbé Melchiorre Cesarotti,"2372,26,2373",From the Dictionary,,
4194,Sackville,Male,1713,1765,,,1st D. of Dorset;Elizabeth Colyear,"Constable, Wilson",7898,Richard Wilson;Lord Middlesex;Joseph Smith,,"5165,3305,4417",From the Dictionary,,
4195,Sage,Male,,,,,,Pickersgill letters MSS,,Pickersgill,,3857,From the Dictionary,,
4199,James St Amand,Male,1687,1754,,,"James St Amand, apothecary to James II","Brown 1921,DNB","7899,7900,7901,7902",,,,From the Dictionary,,
4200,"George Ashburnham, Viscount St Asaph",Male,1760,1830,,,2nd E. of Ashburnham;Elizabeth Crowley,"AST CF,Farington Diary,Ramsay jnl. MSS,St Asaph jnl. MSS","7903,7904,7905,7906,7907,7908,7909","John Strange;Wynne;Robert Merry;Louis Dutens;Sir Horace Mann;John Udny;George Nassau Clavering Cowper, 3rd Earl Cowper;Lord Algernon Percy;Lord Cholmondeley;Christopher Hewetson;James Byres;Abbé Grant;William Bromley;Charles Parker;Mrs Hugh Hamilton;Miss Copley;Sir George Beaumont;Col. Clark;Mountstuart;Lady Beaumont",Mr St Germain;Angelica Kauffman;Volpato,"4584,5268,3287,1536,3169,4893,1164,3815,929,2401,747,2065,605,3728,2209.1,1127,329,955.1,3472,329.1",From the Dictionary,,
4201,Hon. James St Clair,Male,1688,1762,,,10th B. Sinclair [S],"Coutts ledgers,Horn 1","7910,7911,7912,7913,7914,7915,7916,7917,7918",Gen. Thomas Wentworth;David Hume;James Grant;Sir Harry Erskine,,"5067,2575,2060,1627",From the Dictionary,,
4202,St Clair,Male,1683,1750,,,10th B. Sinclair [S],"SP 85/14-16,Rawlinson jnl. MSS","7919,7920","Edward Finch;Mr Pelham;John Innes;James Stuart, the Pretender",,"1714,3794,2620,2648",From the Dictionary,,
4203,Patrick St Clair,Male,1659,1755,,,"Rev. John St Clair, a dissenter",,"7921,7922,7923,7924",Thomas de Grey of Merton,Ashe Windham,1352,From the Dictionary,,
4204,James St Ferreol,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
