RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
1966,1326,1326,6,25,,,Alcalá de Henares ,,Toledo,Spain,,40.466667,-3.366667,P078,,,,,,Provincial,,Juan de Aragón,,,,Yes,Latin,,,,"Sanchez Herrero, Concilios y sinodos Toledanos, 191-92",,,,,,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
1967,1205,1200x1215,,,Yes,,England (unknown),England (unknown),Canterbury,England,Issued for an unknown English diocese; lat/long location marked as Canterbury,51.275,1.087,D295,,,,,,Diocesan,,,,,,,Latin,,,,"Councils & Synods, I/2, pp. 1070-74",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,"issued (it would seem, acc. editor's note) as a local appendix to the 1200 Council of Westminster",Reviewed ,
1968,1227,1227,8,27,,July 28-August 27,Siena,Siena,[Holy See],Italy,Elevated to archdiocese in 1459,43.318611,11.330556,D216,,,,,,Diocesan,,Bonfiglio,,,,,Latin,,,,"Pellegrini, Chiesa e citta, Appendix A, p474-478",,,,fragmentary toward end,,,,Yes,"Library Scan
Hard Copy Scan",,"Bonfiglio, bp of Siena, issues constitutions with assistance of the chapter and the Dominican master Riccardus, pursuant to Gregory IX's reform directive to the bishops of Tuscia",Reviewed ,
1969,1199,1199,,,,,Bar,Bar,Bar,Montenegro,,42.1,19.1,P095,,,,,,Legatine,for province of Antivari,John of Casamari,,,,,Latin,,,,"Theiner, Vet.mon.Slav. vol. 1, pp7-8",,https://babel.hathitrust.org/cgi/pt?id=mdp.39015035826935;view=1up;seq=55,,,,,,,"GoogleBooks
WebDownload",Yes,"12 articles

Ego Iohannes Diocliensis et Antibarensis Archiepiscopus subscripsi.
Ego Dominicus archipresbiter Arbanensis subscripsi.
Ego Petrus Scuarinensis episcopus subscripsi.
Ego Iohannes Polatinensis episcopus subscripsi.
Ego Petrus Aruastinensis episcopus subscripsi.
Ego Dominicus Soacinensis episcopus subscripsi.
Ego Natalis Dulcinensis episcopus subscripsi.
Ego Theodorus Sarcanensis episcopus subscripsi.",Reviewed ,
1970,1370,1370,3,6,,,Elgin,Moray,[Holy See],Scotland,,57.65,-3.315,D326,,,,,,Diocesan,"issued at ""general chapter""",,,,,,Latin,,,,"Registrum Episcopatus Moraviensis, 167-68 [nos. 151-52]",,https://archive.org/stream/registrumepisc5800morauoft#page/166/,,,,,,Yes,"GoogleBooks
Hard Copy Scan",,"Two statutes survive, concerning teinds payable by wood-carters and millers",Reviewed ,
1974,1350,1350 (ca.),,,Yes,copied 1368,Chartres,Chartres,Sens,France,,48.455847,1.484184,D457,,,,,,Diocesan,,,,,,,Latin,,,,"Martene, Vet Script, 7, coll 1367-69",,https://gallica.bnf.fr/ark:/12148/bpt6k68195x.image,,,,,,,"GoogleBooks
Data Capture",,Copy made in 1368 by J. Jacquelin,Reviewed ,
1975,1213,1213 (aft.),,,Yes,"Pontal (Conciles de la France capetienne, p397) notes that these postdate the 1213 legatine statutes, and come instead from later councils.",Paris,Paris,Sens,France,,48.24754,3.287659,P070,,,,,,Legatine,"Seems to be directed to entire province, but scope is unclear (and there is no extant roster of participants)",Robert de Courcon,Robert Curzon; Robertus de Corceone,,,,Latin,,,,"Mansi 22, cols 844-57",,https://gallica.bnf.fr/ark:/12148/bpt6k51606z/,,,,,,,"GoogleBooks
Data Capture",,"Additiones to preceding statutes of 1213 council, along with a set of later statutes",Reviewed ,
1976,1246,1246,4,19,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,P050,,,,,,Provincial,,Guillaume de la Broue,,1245,1257,,Latin,,,,"Mansi 23, cols 715-24",,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,,"GoogleBooks
Data Capture",,Apparent additiones to earlier text,Reviewed ,
1978,1226,1226,11,13,,,Santa Giusta,Santa Giusta,Oristano,Italy,,39.883333,8.616667,P053,P019,P079,D292,D283,,Legatine,"Gathering of all the bishops of Sardinia, under authority of legate Goffredo",Goffredo,,,,,Latin,,,,"Martini, Storia ecclesiastica di Sardegna, II, pp15-27",,https://books.google.com/books?vid=HARVARD:HNPUCD,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1979,1250,1250,,,,,Milan,Milan,Milan,Italy,,45.4666,9.1666,D140,,,,,,Diocesan,,Leone,,,,,Latin,,,,"Giulini, Memorie spettanti alla storia...di Milano, VIII, pp658-63",,https://books.google.com/books?id=vIlYAAAAcAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1981,1296,1296,,,,,Aosta,Aosta,Tarentaise,Italy,,45.733333,7.316667,D461,,,,,,Diocesan,,Niccolo' I Bersatori,Nicolas I Bersatoribus,1283,1301,,Latin,,,,"Amiet, Le pontifical d’Emeric de Quart, pp208-17",,,,,,,,,Hard Copy Scan,,,Reviewed ,"Avril, Premiers statuts parisiens"
1983,1385,1385,11,8,,,Linköping,Linköping,Uppsala,Sweden,,58.4,15.616667,D699,,,,,,Other,Episcopal mandate,Nils Hermansson,Nicolaus Hermannus,1374,1391,,Latin,,,,"Reuterdahl, Statuta synodalia, pp71-72",,https://books.google.com/books?id=WaZBAAAAYAAJ,,,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
1984,1324,1324,,,,,Orléans,Orléans,Sens,France,,47.9025,1.909,D459,,,,,,Diocesan,,Milon de Chailli,,,,,Latin,,"Paris, Arsenal 394 fol. 203rv",,"Martene, Vet Script, VII, coll 1285-89",,https://gallica.bnf.fr/ark:/12148/bpt6k68195x.image,,,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Digital MS
Data Capture",,"Martene edition of Orleans 1314 includes Orleans 1324 (cc. 11-26) and as an addition, Paris 1323 (final four canons)",Reviewed ,
1987,1345,1345,4,22,,,Alcalá de Henares,Toledo,Toledo,Spain,,40.466667,-3.366667,P078,,,,,,Provincial,,Gil Álvarez de Albornoz,Egidio d'Albornoz,,,,Latin,,,,"Tejada y Ramiro, Coleccion, VI, 71-74",,https://books.google.com/books?id=MEM8YN-LR1kC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1988,1347,1347,,,,,Alcalá de Henares,Toledo,Toledo,Spain,,40.466667,-3.366667,P078,,,,,,Provincial,,Gil Álvarez de Albornoz,Egidio d'Albornoz,,,,Latin,with Old Spanish translation in parallel column,,,"Tejada y Ramiro, Coleccion, III, pp591-94","Sanchez Herrero, Concilios y sinodos Toledanos, 211-13; Mansi 26, col 124-126 (missing one canon)",https://books.google.com/books?id=EPRWl_29PlsC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1989,1399,1399,2,4,,,Alcalá de Henares,Toledo,Toledo,Spain,,40.466667,-3.366667,P078,,,,,,Provincial,,Pedro IV Tenorio,,1375,1399,,Old Spanish,,,,"Tejada y Ramiro, Coleccion, III, pp619-621",,https://books.google.com/books?id=EPRWl_29PlsC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1991,1184,1184,9,29,,,Aquileia,Aquileia,Aquileia,Italy,,45.766667,13.366667,P005,,,,,,Provincial,,Goffredo,,1182,1194,,Latin,,,,"Mansi 22, cols 493-94",,https://gallica.bnf.fr/ark:/12148/bpt6k51606z/,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1993,1263,1263 (ca.),,,Yes,dating from Palazzini; Mansi gives 1260; Albanes does not give precise date; ,Arles,Arles,Arles,France,,43.6767,4.6278,P006,,,,,,Provincial,,Florent,,1262,1266,,Latin,,,,"Albanes, Gallia christiana novissima, III, coll 477-84 (n1233)","Mansi 23, cols 1001-12",http://gallica.bnf.fr/ark:/12148/bpt6k941738/f243.image,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,WebDownload,Yes,12 canons,Reviewed ,"Palazzini, Dizionario, 90-91"
1997,1280,1280,7,,,,Bergen,Bergen,Nidaros,Norway,,60.389444,5.33,P052,,,,,,Provincial,,Jon,,1268,1282,,Old Norse,,,,"Norges gamle love III, pp229-37, 238-41",,https://books.google.com/books?id=f6lFAAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",,Second redaction (of two),Reviewed ,
1998,1306,1306,7,6,,"June 26-July 7 (dating from Bertil Nilsson, email 22 March 2017)",Oslo,Oslo,Nidaros,Norway,,59.95,10.75,P052,,,,,,Provincial,,Jörund,Jørund,1288,1309,,Old Norse,,,,"Norges gamle love III, pp243-45",,https://books.google.com/books?id=f6lFAAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",,also survives in Latin redaction ,Reviewed ,
1999,1381,1381,9,20,,,Valencia de Don Juan,Oviedo,[Holy See],Spain,diocese declared exempt from metropolitan jurisdiction in 1105; not made suffragan to Santiago until 1851,42.3,-5.516667,D662,,,,,,Other,Constitutions for Archdeaconate of Babia,Gutierre Gómez de Toledo,,1377,1389,,Old Spanish,,,,"Synodicon Hispanum, III, pp428-437",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2000,1336,1336,,,,,Château-Gontier,Tours,Tours,France,,47.8286,-0.7028,P081,,,,,,Provincial,,Pierre Frétaud,,1336,1357,,Old French,,,,"Avril, Tours, 353-58",,,,,,,,,Hard Copy Scan,Yes,Vernacular translation of Latin version (Rennes),Reviewed ,
2001,1336,1336,,,,,Château-Gontier,Tours,Tours,France,,47.8286,-0.7028,P081,,,,,,Provincial,,Pierre Frétaud,,1336,1357,,Old French,,,,"Avril, Tours, 359-60",,,,,,,,,Hard Copy Scan,Yes,Vernacular translation of Latin version (Le Mans),Reviewed ,
2002,1336,1336,,,,Incunable edition mistakenly dates these to 1366,Château-Gontier,Tours,Tours,France,,47.8286,-0.7028,P081,,,,,,Provincial,,Pierre Frétaud,,1336,1357,,Old French,,,,"Avril, Tours, 361-63","Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.], fols. 32v-33v",,,,,,,,Hard Copy Scan,Yes,Vernacular translation of Latin version (Saint-Malo),Reviewed ,
2003,1336,1336,,,,,Château-Gontier,Tours,Tours,France,,47.8286,-0.7028,P081,,,,,,Provincial,,Pierre Frétaud,,1336,1357,,Old French,,,,"Avril, Tours, 364-66",,,,,,,,,Hard Copy Scan,Yes,"Vernacular translation of Latin version (Le Mans, 15th century)",Reviewed ,
2004,1366,1366,3,12,,Mansi incorrectly dates this to 1365 (along with other earlier editions),Angers,Angers,Tours,France,,47.473612,-0.554167,P081,,,,,,Provincial,,Simon de Renoul,,1363,1379,,Old French,Final two chapters in latin,,,"Avril, Tours, 397-402",,,,,,,,,Hard Copy Scan,Yes,Vernacular translation of Latin version,Reviewed ,
2006,1266,1266,11,23,,,Bremen,Bremen,Bremen,Germany,,53.075833,8.8075,P017,,,,,,Legatine,For Province of Bremen,Guido di S. Lorenzo in Lucina,,,,,Latin,,,,"Bremisches UB, I, 360-365, no. 323","Mansi 23, coll 1155-62; Monumenta inedita rerum Germanicarum, ed. Westphalen, II, cols. 2085-2092, no. 59",https://books.google.com/books?id=CSdPAAAAYAAJ,https://books.google.com/books?id=phc8jSEKiecC,,CoSyn Transcription from Mansi edition,,,,Data Capture,,,Reviewed ,"Mentioned in Pixton, Watchmen, 442"
2007,1248,1248,10,10,,"text survives in late legatine reissue, probably of 1264",Wrocław,Wrocław,Gniezno,Poland,Breslau,51.1,17.033333,P062,P032,P067,P057,,,Legatine,"presided by apostolic legate (the future Urban IV), with participation of AB of Gniezno and suffragans",Giacomo Pantaleon,,,,,Latin,,,,"Kodeks Dyplomatyczny Wielkopolski, t. 1, (Poznan, 1877), no. 274","Hube, Antiquissimae constitutiones...Gnesnensis, 1856, 14-50","http://www.wbc.poznan.pl/Content/20061/kw_01.html
",https://books.google.com/books?id=IyajDQAAQBAJ,,,,,,"GoogleBooks
WebDownload",,"original text does not survive, but in November 1262 Pope Urban sent ten of the articles to his legate, and in June 1263 he sent the further 26 articles, which the legate subsequently published in Wroclaw (1264?) for Riga, Gniezno, Salzburg, and Bohemia/Moravia",Reviewed ,"Vetulani, ""Einfuhrung der Offizialate in Polen""; Krafl, Polske provincialni synodi, 91-93; Krafl, Legatska statuta, 407-410"
2008,1267,1267,2,1,,,Wrocław,Wrocław,Gniezno,Poland,Breslau,51.1,17.033333,P032,,,,,,Legatine,presided by apostolic legate with participation of AB of Gniezno and suffragans,Guido di San Lorenzo in Lucina,,,,,Latin,,,,"Kodeks Dyplomatyczny Wielkopolski, t. 1, (Poznan, 1877), no. 423","Hube, Antiquissimae constitutiones...Gnesnensis, 1856, 56-71",http://www.wbc.poznan.pl/Content/20061/kw_01.html,https://books.google.com/books?id=IyajDQAAQBAJ,,,,,,"GoogleBooks
WebDownload",,deals at some length with Jewish-Christian relations,Reviewed ,"Silnicki, ""Kardynal legat Gwido, jego synod wroclawski w roku 1267 i statuty tego synodu"", 21-80; Krafl, Polske provincialni synodi, 94-96"
2009,1374,1374,,,,,Evora,Evora,Santiago,Portugal,suffragan of Braga from 1166-1274; to Santiago from 1274-1394; to Lisbon from 1394-1544,38.570833,-7.905556,D639,,,,,,Diocesan,,Martinho III Gil de Basto,,1368,1382,,Latin,,,,"Synodicon Hispanum, 2, 209-210",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,Addition to Evora statutes of 1344,Reviewed ,
2010,1344,1344,,,,,Calbe,Magdeburg,Magdeburg,Germany,,51.903333,11.775833,P042,,,,,,Provincial,,Otto von Hessen,,,,,Latin,,,,"Mansi 26, 13-16","Hartzheim IV, 345-46",https://books.google.com/books?id=zuJVAAAAcAAJ,https://books.google.com/books?id=kbNumdYKdrkC,,,,,,Data Capture,,,Reviewed ,
2012,1400,1400,12,16,,,Cologne,Cologne,Cologne,Germany,,50.94257,6.958976,D538,,,,,,Diocesan,,Friedrich von Saarwerden,,1370,1414,,Latin,,,,"Wolter, Synodalstatuten, 678-715, no. 167","Hartzheim, Concilia, IV, 548-63",https://books.google.com/books?id=kbNumdYKdrkC,,,CoSyn transcription from Hartzheim,,,,"GoogleBooks
Data Capture",,,Reviewed ,
2016,1257,1257,,,,,Roskilde,Roskilde,Lund,Denmark,Exact location of council unknown,55.642778,12.08,P039,,,,,,Provincial,,Jakob Erlandsen,,1254,1274,,Latin,,,,"Mansi 23, 945-46",,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,,Data Capture,,,Reviewed ,
2017,1214,1214,,,,,Dublin,Dublin,Dublin,Ireland,,53.347778,-6.259722,P026,,,,,,Provincial,,Henry de Loundres,Henry of London,1213,1228,,Latin,,,,"Mansi 22, coll 925-32",,https://gallica.bnf.fr/ark:/12148/bpt6k51606z/,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
2018,1278,1278,,,,,Embrun,Embrun,Embrun,France,,44.5658,6.4961,P027,,,,,,Provincial,,Jacques II Sérène,,1275,1286,,Latin,,,,"Martene, Thesaurus, IV, 187-190",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,Data Capture,,,Reviewed ,
2019,1290,1290,9,14,,held in September (acc Palazzini) correcting KDW/Gromnicki (who said October),Gniezno ,Gniezno ,Gniezno,Poland,,52.533333,17.6,P032,,,,,,Provincial,,Jakob Swinka,Jacobus,1283,1314,,Latin,,,,"Kodeks dyplomatyczny Wielkopolski II, 35 (no. 654)",,http://www.wbc.poznan.pl/Content/20067/kw_02.html,,"only one fragment survives; second fragment in the edition has been subsequently dated to 1298 or unknown other synod

",,,,Yes,"GoogleBooks
WebDownload",Yes,,Reviewed ,"Gromnicki, Synody prowincyonalne, 215-16: https://books.google.com/books?id=tdLcnQAACAAJ
Korytkowski, Arcybiskupi gnieznienscy, I, 480-81: https://books.google.com/books?id=4rsaAAAAYAAJ
"
2020,1390,1390,9,16,,,Godesberg,Cologne,Cologne,Germany,"now Bad Godesberg, just outside of Bonn",50.683333,7.15,D538,,,,,,Diocesan,,Friedrich von Saarwerden,,1370,1414,,Latin,,,,"Wolter, SYnodalstatuten, 670-674, no. 163","Hartzheim, Concilia, IV, 535-37",https://books.google.com/books?id=kbNumdYKdrkC,,,CoSyn transcription from Hartzheim,,,,"GoogleBooks
Data Capture",,,Reviewed ,
2021,1335,1335,,,,"held in late 1335, acc. Palazzini; confirmed at Copenhagen council of 1425",Helsingborg,,Lund,Sweden,,56.05,12.716667,P039,,,,,,Provincial,,Peter Johannsen,Peder Jensen,1334,1355,,Latin,,,,"Pontoppidan, Annales Ecclesiae Danicae Diplomatici, II, p143-145",,https://books.google.com/books?id=kPQ-AAAAcAAJ,,"c. 10 missing from edition, and c. 11 erroneously given as c. 10",,,,,"GoogleBooks
WebDownload",,12 canons ,Reviewed ,
2022,1230,1230,,,,,Angers,Angers,Tours,France,,47.473612,-0.554167,D441,,,,,,Diocesan,,Guillaume II. de Beaumont,,1203,1240,,Latin,,"Paris, BnF lat 11030, f 25rv",,"Avril, Naissance et evolution, 211",,,,,CoSyn Transcription from Avril edition,,,,Hard Copy Scan,Yes,Found as additions to a later Liber synodalis of Angers,Reviewed ,
2023,1238,1236x1240,,,Yes,,Angers,Angers,Tours,France,,47.473612,-0.554167,D441,,,,,,Diocesan,,Guillaume II. de Beaumont,,1203,1240,,Latin,,"Paris, BnF lat 11029, f 38",,"Avril, Naissance et evolution, 211-12",,,,,CoSyn Transcription from Avril edition,,,,Hard Copy Scan,Yes,Found as additions to a later Liber synodalis of Angers,Reviewed ,
2025,1270,aft. 1268,,,Yes,second half of the 13th-c (and after 1268),Le Mans,Le Mans,Tours,France,,48.0077,0.1984,D442,,,,,,Compilation (Diocesan),Additions to Liber Synodalis,,,,,,Latin,,,,"Avril, Naissance et evolution, 247-49",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
2027,1357,1357,1,8,,,Kalisz,,Gniezno,Poland,,51.766667,18.083333,P032,,,,,,Provincial,,Jaroslaw Bogorya Skotnicki,Iaroslaus ,1342,1374,,Latin,,,,"Kodeks dyplomatyczny Wielkopolski III, no 1349","Hube, Antiquissimae Constitutiones synodales, 205-218",http://www.wbc.poznan.pl/Content/20085/kw_03.html,https://books.google.com/books?id=SaYSmwEACAAJ,"
",,,,,WebDownload,Yes,"On January 8, archbishop publishes new provincial statutes; two days later, he issues a compilation containing a summary of existing provincial statutes along with some earlier legatine statutes (see Krafl, Legatska statuta, 406)",Reviewed ,"Gromnicki, Synody prowincyonalne, 286-94: https://books.google.com/books?id=tdLcnQAACAAJ
Korytkowski, Arcybiskupi gnieznienscy, I, 603-606: https://books.google.com/books?id=4rsaAAAAYAAJ"
2028,1233,1233,7,3,,3-6 July,Sieradz,,Gniezno,Poland,,51.6,18.75,P032,,,,,,Provincial,,Fulk,Pełka,,,,Latin,,,,"Kodeks Dyplomatyczny Wielkopolski, t. 1, (Poznan, 1877), no. 150","Hube, Antiquissimae constitutiones...Gnesnensis, 1856, 1-8",http://www.wbc.poznan.pl/Content/20061/kw_01.html,https://books.google.com/books?id=SaYSmwEACAAJ,"
",Numbering from Hube edition,,,,WebDownload,,,Reviewed ,
2029,1262,1262,9,17,,,Sieradz,,Gniezno,Poland,,51.6,18.75,P032,,,,,,Provincial,,Janusz Tarnowa,Janussius ,1258,1271,,Latin,,,,"Kodeks Dyplomatyczny Wielkopolski, t. 1, (Poznan, 1877), no. 402","Hube, Antiquissimae constitutiones...Gnesnensis, 1856, 50-53",http://www.wbc.poznan.pl/Content/20061/kw_01.html,https://books.google.com/books?id=SaYSmwEACAAJ,,,,,,WebDownload,,,Reviewed ,
2030,1217,1217,,,,"Dated 1271 in Helcel, but 1217 by Vetulani; see Krafl, Polske provincialni synodi, 139",Kamień,,Gniezno,Poland,,51.822222,18.230556,P032,,,,,,Provincial,,Jindrich Kietlicz,,,,,Latin,,,,"Vetulani, Statuty synodalny Henryka Kietlicza, 10-13","Helcel, Starodawnie prawa polskiego pomniki, I, 363-364",,https://archive.org/stream/starodawneprawa00polagoog#page/n646/mode/2up,,,,,,Hard Copy Scan,Yes, 7 canons,Reviewed ,
2031,1285,1285,1,6,,with later additions,Łęczyca,,Gniezno,Poland,,52.05,19.2,P032,,,,,,Provincial,,Jakub Swinka,Jacobus,1283,1314,,Latin,,,,"Kodeks Dyplomatyczny Wielkopolski, t. 1, (Poznan, 1877), no. 551","Hube, Antiquissimae constitutiones...Gnesnensis, 1856, 165-180",http://www.wbc.poznan.pl/Content/20061/kw_01.html,https://books.google.com/books?id=IyajDQAAQBAJ,,,,,,WebDownload,Yes,,Reviewed ,
2037,1349,1349,5,3,,,Palencia,Palencia,Toledo,Spain,,42.016667,-4.533333,D608,,,,,,Diocesan,,Blas Fernández de Toledo,,1343,1353,Yes,Latin,With additions in Old Spanish,,,"Synodicon Hispanum, VII, pp386-89","San Martin, Sinodos diocesanos, 166-168",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2045,1261,1261,5,8,,,Magdeburg,Magdeburg,Magdeburg,Germany,,52.133333,11.616667,P042,,,,,,Provincial,,Ruprecht,,,,,Latin,,,,"Hartzheim III, 805-808",,https://books.google.com/books?id=-d5KAAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
2047,1195,1195,12,,,,Montpellier,Maguelone,Narbonne,France,,43.6119,3.8772,P050,,,,,,Legatine,"For province of Narbonne, convened by legate of Celestine III",Michele,,,,,Latin,,,,"Mansi 22, col. 668-72","Baluze, Concilia Galliae Narbonensis, pp28-38",https://gallica.bnf.fr/ark:/12148/bpt6k51606z/,https://books.google.com/books?id=egxcAAAAQAAJ,,,,,,"GoogleBooks
Data Capture",,"promulgates Lat3 canons, among others",Reviewed ,
2049,1245,1245,,,,,Odense,,Lund,Denmark,,55.395833,10.388611,P039,,,,,,Provincial,,Offo,,1230,1252,,Latin,,,,"Pontoppidan, Annales Ecclesiae Danicae Diplomatici, I, (Copenhagen 1744), 657-58","Mansi 23, col. 604",https://books.google.com/books?id=VfQ-AAAAcAAJ,http://google.com/books?id=CSdPAAAAYAAJ,,,,,,WebDownload,,,Reviewed ,
2053,1304,1304 (ca.),,,Yes,,Pinterville,,Rouen,France,,49.1919,1.1769,P065,,,,,,Provincial,,William II of Flavacourt,Guilaume de Flavacourt,1278,1306,,Latin,,,,"Bessin, Concilia, 1, 167-68",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,Data Capture,,one canon known,Reviewed ,
2054,1251,1251,7,26,,,Provins,,Sens,France,,48.5604,3.299,P070,,,,,,Provincial,,Gilles Cornu,,1241,1254,,Latin,,,,"Mansi 23, col. 793-94","Martene, Vet Scrip, VII, 142-43",https://books.google.com/books?id=CSdPAAAAYAAJ,https://gallica.bnf.fr/ark:/12148/bpt6k68195x,,,,,,Data Capture,,,Reviewed ,
2055,1323,1323,,,,,Paris,Paris,Sens,France,,48.24754,3.287659,P070,,,,,,Provincial,,Guillaume de Melun,,,,,Latin,,,,"Martene Vet Script VII, cols. 1285-89",,https://gallica.bnf.fr/ark:/12148/bpt6k68195x.image,,,,,,,"GoogleBooks
Data Capture",,Appear in MSS as additions to Orleans 1314; check attribution and dating,Reviewed ,
2061,1261,1261,3,4,,Palazzini dates to 1261; others have dated to 1258/1259,Ravenna,Ravenna,Ravenna,Italy,,44.41667,12.2,D195,,,,,,Unclear,,Filippo Fontana,,,,,Latin,,,,"De claris Archigymnasii bononiensis, II, 215-16","Fantuzzi, Monumenti ravennati, V, 338-40",https://archive.org/details/declarisarchigy00malagoog,,,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
2062,1408,1408,,,,,Reims,Reims,Reims,France,text edited in Gousset concerns diocese of Cambrai,49.26278,4.03472,P061,,,,,,Other,"Archepiscopal ordinance governing parish visitations, attributed to Jean Gerson",,,,,,Latin,,,,"Gousset, APER II, 660-66",,https://books.google.com/books?id=L9U-AAAAcAAJ,,,"abbreviated sections expanded from corresponding articles in 0062_Cambrai_1307c and 0060_Cambrai_1287c, c. 22",,,,WebDownload,Yes,,Reviewed ,
2068,1354,1354,7,30,,,Skálholt,Skálholt,Nidaros,Iceland,,64.116667,-20.533333,D498,,,,,,Diocesan,,Gyrðir Ívarsson,,1349,1360,,Latin,,,,"Jónsson, Historia ecclesiastica Islandiae, II, 109-111",,https://books.google.be/books?id=AklAAAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
2069,1359,1359,4,23,,,Skálholt,Skálholt,Nidaros,Iceland,,64.116667,-20.533333,D498,,,,,,Diocesan,,Gyrðir Ívarsson,,1349,1360,,Latin,,,,"Jónsson, Historia ecclesiastica Islandiae, II, 112-115",,https://books.google.be/books?id=AklAAAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
2073,1234,1234,2,7,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Other,"Convened by King James I of Aragon, with bishops",,,,,,Latin,,,,"Mansi 23, 330-334",,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,,Data Capture,,,Reviewed ,
2076,1243,1243,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 271-274",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2078,1246,1246,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 279-81","Mansi 23, 723-24",,https://books.google.com/books?id=CSdPAAAAYAAJ,Mansi gives summary,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2080,1253,1253,,,,Peltier & D'Aguirre erroneously date this to 1256,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Benet de Rocaberti,,1251,1268,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 291-95","Mansi 23, 805-06",,https://books.google.com/books?id=CSdPAAAAYAAJ,Mansi gives summary of acts,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2081,1266,1266,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Benet de Rocaberti,,1251,1268,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 301-303","Mansi 23, 1129-30",,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2082,1274,1274,1,24,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Bernat d'Olivella,,,,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 304-308",,,,,,,,,Hard Copy Scan,,,Reviewed ,
2083,1332,1332,1,31,,date given as 2. Kalend. Februarii anno D. 1331 in Villanuno ed.,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Juan de Aragón,Joan d'Arago,1327,1334,,Latin,,,,"Aguirre, Collectio maxima, t. 3, 582-83","Villanuno, Summa Conciliorum Hispaniae, 3, 160-164",https://books.google.com/books?id=NINEAAAAcAAJ,https://books.google.com/books?id=pPtAAAAAcAAJ,,,,,,Data Capture,,5 decrees,Reviewed ,"Peltier, Dictionnaire, II, 929"
